text,label
@usopen @DjokerNole Soon he will wear black standing infront of his last trophy cause he won't win it again,0
"@usopen ""Who has sex with his dad?""  ""Stefanos!""  CORRECT!",1
@usopen @CocoGauff @DjokerNole 100 % percent fixed match available here click on the link in my bio for more winning tips,0
"@TennisPuneet @usopen @usta FUCK YOU, SERBIA IS NOT FU....ING!🇷🇸🇷🇸🇷🇸",0
"@medvedevtr @usopen @DjokerNole @TeamMessi Nadal said Messi is better than Cristiano, retard 🤣🤣🤣🤣🤣",1
@mitchellreports @NBCNightlyNews @usopen Why didn't you ask her what she would think if Trans were allowed to play the Women's Tennis Tournament's Cause the way things are going.... Asking for All Women. Come on Lester😹,1
@denis_shapo @usopen Sibling or girlfriend? 😌,1
@usopen @DjokerNole @TeamMessi ✅✅Get The best Fixed Matches Winning Parleys with double correct scores of 400+ odds🔥🔥 visit my profile and join the sport chat link👇👇 https://t.co/0yDcWChnhf https://t.co/0yDcWChnhf,1
@TheJaguar5000 @usopen @DjokerNole This bitch is in every post. Keep crying bitch boy.,1
@slaychau_ @usopen @DjokerNole @TeamMessi Messi wife is bigger than that fraud,1
"@iga_swiatek @CincyTennis @CocoGauff @HubertHurkacz Back to the drawing board, boring ass bitch.",1
@WTA_insider You think you get hate &amp; criticism: you should see the racism hate and criticism that @CocoGauff gets for just being black before we even talk about her losing to you and other white players! But she gets on with it! That's not to say am belittling your concerns @iga_swiatek,1
"@CocoGauff  Negro Bitch that has no class of feelings, that is simply a Negro.",1
"@WTA @CocoGauff I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"@CincyTennis @CocoGauff I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"@CincyTennis @WTA @CocoGauff @usta I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"@WTA @CocoGauff I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
She was so mother for getting rid of her parents.   Look at this🔥,1
"@WTA @CocoGauff I thought she was sorted, she put Emma R to shame, but this black chick is so Jesus washed, no no.",1
"@WTA @CocoGauff CLASSLESS!! If Swiatek acted like that, that's what they would say about her!!!!!!!!! But God forbid say anything about a black person!!!!!!!!!!",1
@WTA @CocoGauff @CincyTennis Ape won?,1
"@CocoGauff You ever notice how athletes win soon after they start looking like they are taking steroids 3 weeks earlier ?  Oh, it's just the amateurs can't afford to hire sports medicine doctors to make ones that get through the tests with a negative reading.  I got it now.",1
@CNN @CNNThisMorning  @CocoGauff 🎾 19yrs old American tennis player won some tourney yesterday🇺🇸👏 Of course reminds me of @SeinfeldTV episode George had the name T-bone at work which he loved Then he got crazy &amp; got a new nickname Coco😂 like Coco the monkey🐒 @IJasonAlexander https://t.co/UND8eMidDk,1
@CNN @CNNThisMorning @CocoGauff @SeinfeldTV @IJasonAlexander I guess Coco was some special monkey back then🤔 Don't remember that monkey but maybe it was a NY thing? Either/or when I hear Coco now my brain goes right to Seinfeld @OfficialJLD @JerrySeinfeld 👍 Kramer's line:   No more Coco? Why no more Coco?😂,1
@clara_burel I hope you get breast cancer,1
@clara_burel I hope you get breast cancer,1
@clara_burel fucking son of a bitch,1
@clara_burel u stupid bitch anorexia,1
@Abdul_Alhassan_ @TennisChannel @CocoGauff You are a terrorist,1
@LaurenDavis93 @TennisONEApp Fucking pikey,1
"@TennisChannel @iamwandasykes @CocoGauff In the UK, it’s very much left-wing lesbian feminists who r making a stand against transgender ideology which is a regressive, homophobic &amp; misogynistic movement which supports the mutilation &amp; sterilisation of children. In the US u make it a Conservative vs left issue. It’s NOT https://t.co/alWyK9FJ04",1
"@TennisChannel @iamwandasykes @CocoGauff In the UK, it’s very much left-wing lesbian feminists who r making a stand against transgender ideology which is a regressive, homophobic &amp; misogynistic movement which supports the mutilation &amp; sterilisation of children. In the US u make it a Conservative vs left issue. It’s NOT https://t.co/DjIo5JFKQ8",1
"@TennisChannel @iamwandasykes @CocoGauff In the UK, it’s very much left-wing lesbian feminists who r making a stand against transgender ideology which is a regressive, homophobic &amp; misogynistic movement which supports the mutilation &amp; sterilisation of children. In the US u make it a Conservative vs left issue. It’s NOT https://t.co/yPDCaqesCw",1
"@TennisChannel @iamwandasykes @CocoGauff In the UK, it’s very much left-wing lesbian feminists who r making a stand against transgender ideology which is a regressive, homophobic &amp; misogynistic movement which supports the mutilation &amp; sterilisation of children. In the US u make it a Conservative vs left issue. It’s NOT https://t.co/EIIN9iBcNR",1
"@TennisChannel @iamwandasykes @CocoGauff In the UK, it’s very much left-wing lesbian feminists who r making a stand against transgender ideology which is a regressive, homophobic &amp; misogynistic movement which supports the mutilation &amp; sterilisation of children. In the US u make it a Conservative vs left issue. It’s NOT https://t.co/1uozppwoIX",1
Caroline Garcia is either autistic or just hard headed   Every single match I see her stand right in the baseline hit a return then charge the net leaving a wide open passing shot.   Like bro @CaroGarcia does your coach tell you anything?!  Do you even have a coach?! Plz tell me,1
"@usopen @iga_swiatek @CocoGauff @mariasakkari @CaroGarcia @JPegula @Ons_Jabeur @SabalenkaA You UsOpen crooks, you destroyed Simona Halep's career. You planted all of it. You're criminals.",1
@WTA @CaroGarcia Can't win a single set This fuxx fixer player Fuxxx by bookies,1
"@leylahfernandez @MorganStanley @WTA get the fuck out to the zoo, you retarded monkey. a quick end to tennis and life",0
"@leylahfernandez get the fuck out to the zoo, you retarded monkey. a quick end to tennis and life",1
"@hvacsteve21 @WTA @Maria_Tatjana @leylahfernandez the black, retarded monkey didn't go to the zoo. may she finish tennis soon and stand next to the road doing what she knows best. that is to suck and give ass",1
"@leylahfernandez @Wimbledon get the fuck out to the zoo, you retarded monkey. a quick end to tennis and life",1
"@Brianjnolin1 @leylahfernandez the black, retarded monkey @leyla didn't go to the zoo. may she finish tennis soon and stand next to the road doing what she knows best. that is to suck and give ass",1
@usopen @iga_swiatek @CocoGauff @mariasakkari @CaroGarcia @JPegula @Ons_Jabeur @SabalenkaA Another rigged draw against Sabalenka. 🤡,1
@CaroGarcia you still trash bitch,0
@CoachLevi4 @usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz 100 % percent fixed match available here click on the link in my bio for more winning tips,1
@usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz 100 % percent fixed match available here click on the link in my bio for more winning tips,1
@Mavrim007 @usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz @SabalenkaA 100 % percent fixed match available here click on the link in my bio for more winning tips,1
@MeredithHGolden @usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz 100 % percent fixed match available here click on the link in my bio for more winning tips,0
"Unstanning paula badosa is and will always be the best decision I’ve made. Crusty ass, fried hair ass looking b. Hope she never touches a tennis racket again 😁😁😄",1
@Victor28505290 @pavyg @paulabadosa Cant post nadal? Hug where he is? Oh yeah on the hospital after taking too much steroid 🤣🤣🤣🤣,1
@NoDjokeFan86 @Djokertzang @Shanegupta22 @paulabadosa @DjokerNole Beating inexperienced teenagers isn't GOAT you inbred.,1
@TennisEsVida @Shanegupta22 @paulabadosa @DjokerNole she is a fake rat,1
"@MarieBouzkova @CincyTennis @usopen @JomaSport @yonex_com @JJlovesTennis Don’t worry! As long as you cheat like before, even u suck like shit, u can still win!!! Rmb cheating makes you!:)",1
@usopen @CocoGauff @DjokerNole 100 % percent fixed match available here click on the link in my bio for more winning tips,1
Off the court DOPE On the court ASS,1
"@iga_swiatek @CincyTennis @CocoGauff @HubertHurkacz Back to the drawing board, boring ass bitch.",1
@WTA_insider You think you get hate &amp; criticism: you should see the racism hate and criticism that @CocoGauff gets for just being black before we even talk about her losing to you and other white players! But she gets on with it! That's not to say am belittling your concerns @iga_swiatek,1
"@WTA @CocoGauff I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"@CincyTennis @CocoGauff I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",0
"@CincyTennis @WTA @CocoGauff @usta I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"@WTA @CocoGauff I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
"I told yesterday itself..all lost intentionally..COCO is useless against these players..if not rigged,she would have lost in 2 sets against @iga_swiatek   Election season coming..so yeah get ready for COCO preaching about her Black struggles,BLM 2.0..🤣  https://t.co/RrcFnkpPKs",1
@K_Siniakova I hope a big gang r4pe you,1
@peyton_stearns wish your fkn bch mother days slowly fkn bch. 5-3. 6-7. Wish you get r ped,1
@Fiezdutz @iga_swiatek she wants the benefits of sport without the drawbacks.  sports betting brings money to tournaments.  when she does shit she has to accept being insulted by the people she made lose money otherwise she retires,1
"@goplusbetpl @iga_swiatek @usopen What happened to Doped beyond and above belief Koko Guff? Affirmative actions anybody? I am Coco, with Transgender Serena, Legally Doped https://t.co/SzIZ17vleT https://t.co/o14KD6DuNU https://t.co/vq3rVZiQDC https://t.co/tpc3LlaQ7V",1
@pixikaaa89 @WTA @sara_sorribes Shit was fixed af,1
"@SloaneStephens Match fixing black BlTCH, wish u brake ur arm",0
"@WTA @sara_sorribes Julie NIemier -600 loses , investigate for match fixing",0
@WTA @sara_sorribes Need Sloane to finish off this cheater ass,1
we don't care about this rapist,1
"@usopen @iga_swiatek @CocoGauff @mariasakkari @CaroGarcia @JPegula @Ons_Jabeur @SabalenkaA You UsOpen crooks, you destroyed Simona Halep's career. You planted all of it. You're criminals.",1
"With the outcry from fans if the @WTA doesn't investigate @SloaneStephens after that performance then that's it for female tennis. That was obvious match fixing, no efforts whatsoever, a total disrespect to the game of tennis..",1
@usopen @iga_swiatek @CocoGauff @mariasakkari @CaroGarcia @JPegula @Ons_Jabeur @SabalenkaA Another rigged draw against Sabalenka. 🤡,0
@usopen @SabalenkaA Rigged draw so she can finally make it...🤔,0
@Mavrim007 @usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz @SabalenkaA 100 % percent fixed match available here click on the link in my bio for more winning tips,1
"I've NEVER seen a performance like what @SloaneStephens showed today against Tormo. I truly believe she fixed that match. What a disgusting, pathetic &amp; shameful performance. The @WTA should investigate this obvious case of match fixing.",1
"@AbidingDude1 @SloaneStephens @SloaneStephens fixed that match. I don't care what anyone says, she won 9 points on serve and was deliberately losing on purpose. The @WTA  needs to investigate her and kick her off the damn tour because that was SHAMEFUL.",0
"@iga_swiatek @Infosys INTEL ON WTA GIRLS The players listed below got injected multiple times with mRNA CV19 “vaccines” Raducanu Fernandez Andreescu Badosa Muguruza Kontaveit All r clotting, if you push them too much they will die on court  Clots? https://t.co/0OnCtrIEzd Next? https://t.co/955hZdzWPQ",1
"@iga_swiatek @Infosys Nadal Federer Badosa and Andreescu had major procedures to remove clots but the clots keep coming back since after mRNA injection human body is turned into a spike proteins ""factory"". Kontaveit died, Halep and Barty are on the deathbed, I am sorry. https://t.co/wKtSy7fziS",1
@WTA @sara_sorribes ✅✅Get The best Fixed Matches Winning Parleys with double correct scores of 400+ odds🔥🔥 visit my profile and join the sport chat link👇👇 https://t.co/0yDcWChnhf https://t.co/0yDcWChnhf,1
"Krejcikova @BKrejcikova please retire from this sport, you useless waste of space, you should’ve never even be ranked in the top 250, you are fucking atrocious and an embarassment  disgusting piece of shit",1
"@Maria_Tatjana your a major fixer, your not good yet you pay off players to wins",1
@beccamarino90 I must say that's some top quality choking. Utter spastic,1
"@V_Kudermetova F&amp;.&amp;,&amp;,&amp;, Ur mother.... U tied up with betting companies and loosing the game on rank 120 ....you mothers f#%^%% BITCH",1
@LiberalsRaJOKE @V_Kudermetova This bitch has tied up with betting companies and loosing the game on sorribes today....she has to be BAN FROM PLATING TENNIS....LIFE BAN SHOULD BE DONE FOR THOS KIND OF BETTING PLAYERS,1
"@usopen @iga_swiatek @CocoGauff @mariasakkari @CaroGarcia @JPegula @Ons_Jabeur @SabalenkaA You UsOpen crooks, you destroyed Simona Halep's career. You planted all of it. You're criminals.",1
"@hvacsteve21 @WTA @Maria_Tatjana @leylahfernandez the black, retarded monkey didn't go to the zoo. may she finish tennis soon and stand next to the road doing what she knows best. that is to suck and give ass",1
@usopen @iga_swiatek @CocoGauff @mariasakkari @CaroGarcia @JPegula @Ons_Jabeur @SabalenkaA Another rigged draw against Sabalenka. 🤡,0
@CoachLevi4 @usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz 100 % percent fixed match available here click on the link in my bio for more winning tips,1
@usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz 100 % percent fixed match available here click on the link in my bio for more winning tips,1
@Mavrim007 @usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz @SabalenkaA 100 % percent fixed match available here click on the link in my bio for more winning tips,1
@MeredithHGolden @usopen @elise_mertens @CaroWozniacki @CocoGauff @DjokerNole @EmilRuusuvuori @FTiafoe @HubertHurkacz 100 % percent fixed match available here click on the link in my bio for more winning tips,1
@atptour @carlosalcaraz @CincyTennis Can't wait Djokovic to clean this little shit on Sunday.,1
@Pradeep2607s @atptour @carlosalcaraz @CincyTennis Have to take revenge bro. This shit costed my man the calendar slam. Everything is fair and love and war.,1
@TennisTV @carlosalcaraz Bro the constant dick riding on Carlos is crazy at this point.,1
@Erdogan44 @DjokerNole @atptour @carlosalcaraz @dplussportfi Yeah. They have shit loads of stuff on court with them.  I can’t think any rational reason for this🤷,1
@atptour @RaduAlbot Fuck this midget shit,1
@carlosalcaraz fuck you,1
"the @atptour making up horse shit rules on the fly allowing @DjokerNole to go off court for 6+ minutes after 2nd set vs @carlosalcaraz, after he already had after 1st set.  Unreal.",1
@atptour @RaduAlbot Hope this midget son of a whore gets a disease,1
You fucking stink brother @RaduAlbot !,1
@atptour @carlosalcaraz @CincyTennis Would you like a booty pic today?💗 https://t.co/EV4JWSUAiP,1
@slaychau_ @TennisTV @carlosalcaraz @DjokerNole you retard,1
@ceejay12481 @TennisTV @DjokerNole @carlosalcaraz nigga please......,1
"@BenBanklin2021 @CincyTennis @CreditOneBank Shame nd doesn't get called out for his OBVIOUS CHEATING &amp; 🆎USES of 🚽TOs, serve⏰, etc. to🛑 flow of game AND to disrupt his opponents mindset. It's ugly &amp; DIRTY, especially when from supposed🐐. Same @ Wimby w/ 9+ min TO while @carlosalcaraz waits! Commentators🤐=cowardice. https://t.co/g3xMPLfTHo",1
@TennisTV @DjokerNole @carlosalcaraz @DjokerNole is a terrorist,1
@carlosalcaraz @DjokerNole @CincyTennis @DjokerNole is a terrorist,1
@Shanegupta22 @DjokerNole @jelenadjokovic @CincyTennis @AustralianOpen @RafaelNadal @carlosalcaraz @DjokerNole is a Serbian terrorist,1
@usopen @carlosalcaraz @DjokerNole If you don’t shut yo goofy ass up nigga,1
@TennisChannel @DjokerNole @carlosalcaraz @Steve_Weissman 24 hours later Coco still got half the prize money!! C'mon you white bigots! And how about some trans representation??,1
@broqueville1200 @Er_Richal @carlosalcaraz A Spaniard never dies,1
@atptour @DjokerNole @carlosalcaraz @CincyTennis NEVER SAY DIE...  I MAY HAVE A LAST BREATH TO PUT YOU DOWN...  #SPANIARDS https://t.co/XdFUYZ1uge,1
@YinNooy @carlosalcaraz @DjokerNole @CincyTennis Good advice there Yin. Hope Carlos reads..listens..and stop letting that  rat inside his head.,1
@BenjaminBonzi so ass,1
"@berankisr stupid son of a bitch, how are you a professional player? one ‘out’ call and you lost your head even when you are favourite. Trash player, rubbish, pathetic. You got your ass kicked by a nobody",1
@berankisr Let’s hope she isn’t a small mentality challenger tournament pussy choker like her pathetic bum dad,1
@usopen @carlosalcaraz This Spanish ape is never number 1 in my heart. It is already occupied by the GOAT @DjokerNole.,1
@usopen @carlosalcaraz @janniksin @DaniilMedwed @AndreyRublev97 @CasperRuud98 @holgerrune2003 @steftsitsipas @DjokerNole Rigged draw,0
@usopen @carlosalcaraz @janniksin @DaniilMedwed @AndreyRublev97 @CasperRuud98 @holgerrune2003 @steftsitsipas @DjokerNole And yet the #Nolefam cult will accuse the establishment of the draw bring rigged. Pathetic bunch of clowns lol,0
